dataset_id,dataset_name,has_log,condition,strain_id,tf_identity,timepoints,classification,is_tf_localisation,tf_localisation_reason,reason,channels,all_channels,provenance,raw_llm_response
670,flavin_swe1_tsa1tsa2_10mgpL_01_00,True,,1497;1495;YST1497 (swe1_Del);YST1495 (tsa1_Del tsa2_Del);group 1: tsa1_Del_tsa2_Del;group 2: swe1_Del,UNKNOWN,288,YES,NO,"This experiment uses Brightfield and Flavin channels to measure flavin/metabolic oscillations in deletion strains, with no transcription factor fluorescent tag or nuclear-cytoplasmic localisation readout.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: flavin_swe1_tsa1tsa2_10mgpl_01log.txt.,Flavin,Brightfield;Flavin,"condition=none | strain=yst-refs,details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment uses Brightfield and Flavin channels to measure flavin/metabolic oscillations in deletion strains, with no transcription factor fluorescent tag or nuclear-cytoplasmic localisation readout."
672,flavin_htb2_pyruvate_20gpL_03_01,True,,365;1522;YST365 (FY4);YST1522 (htb2::mCherry);group 1: htb2mCherry;group 2: fy4,UNKNOWN,360,YES,NO,"This experiment tracks flavin autofluorescence and Htb2-mCherry, where Htb2 is a histone nuclear marker rather than a transcription factor localisation reporter.",Fluorescence channel(s) found in parsed acquisition metadata.,Flavin;mCherry,Brightfield;Flavin;mCherry,"condition=none | strain=yst-refs,details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks flavin autofluorescence and Htb2-mCherry, where Htb2 is a histone nuclear marker rather than a transcription factor localisation reporter."
673,proteinAggregates_starvation_2_0_twice_ura7ha_ura7hr_ura8_ura8ha_ura8hr_00,True,,Ura7H360A-GFP;Ura7H360R-GFP;Ura8-GFP;Ura8H360A-GFP;Ura8H360R-GFP;group 1: ura7ha;group 2: ura7hr;group 3: ura8ha;group 4: ura8hr;group 5: ura8/ura8_s40,UNKNOWN,450,YES,NO,"This is a protein aggregation experiment tracking Ura7/Ura8 metabolic enzymes tagged with GFP, not transcription factors or nuclear-cytoplasmic TF localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: proteinaggregates_starvation_2_0_twice_ura7ha_ura7hr_ura8_ura8ha_ura8hrlog.txt.,GFP,Brightfield;GFP,"condition=none | strain=strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a protein aggregation experiment tracking Ura7/Ura8 metabolic enzymes tagged with GFP, not transcription factors or nuclear-cytoplasmic TF localisation."
674,flavin_htb2_pyruvate_20gpL_03_01,True,,365;1522;YST365 (FY4);YST1522 (htb2::mCherry);group 1: htb2mCherry;group 2: fy4,UNKNOWN,360,YES,NO,"This experiment tracks flavin autofluorescence and Htb2-mCherry, where Htb2 is a histone nuclear marker rather than a transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata.,Flavin;mCherry,Brightfield;Flavin;mCherry,"condition=none | strain=yst-refs,details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks flavin autofluorescence and Htb2-mCherry, where Htb2 is a histone nuclear marker rather than a transcription factor."
675,flavin_htb2_pyruvate_20gpL_03_05,True,,365;1522;YST365 (FY4);YST1522 (htb2::mCherry);group 1: htb2mCherry;group 2: fy4,UNKNOWN,360,YES,NO,"This experiment tracks flavin autofluorescence and Htb2-mCherry, and Htb2 is a histone nuclear marker rather than a transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata.,Flavin;mCherry,Brightfield;Flavin;mCherry,"condition=none | strain=yst-refs,details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks flavin autofluorescence and Htb2-mCherry, and Htb2 is a histone nuclear marker rather than a transcription factor."
409,flavin_by4741_zwf1egf_tsa1tsa2morgan_00,True,,229;1462;1580;YST229 (BY4741);YST1462 (zwf1 Edinburgh Genome Foundry);YST1580 (tsa1 tsa2 Bruce Morgan);group 1: by4741;group 2: zwf1egf;group 3: tsa1tsa2morgan,UNKNOWN,240,YES,NO,"This experiment measures flavin autofluorescence/metabolic oscillations in BY4741, zwf1, and tsa1 tsa2 strains with brightfield and flavin channels, not the localisation of any fluorescently tagged transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: flavin_by4741_zwf1egf_tsa1tsa2morganlog.txt.,Flavin,Brightfield;Flavin,"condition=none | strain=yst-refs,details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment measures flavin autofluorescence/metabolic oscillations in BY4741, zwf1, and tsa1 tsa2 strains with brightfield and flavin channels, not the localisation of any fluorescently tagged transcription factor."
676,flavin_htb2_pyruvate_20gpL_03_06,True,,365;1522;YST365 (FY4);YST1522 (htb2::mCherry);group 1: htb2mCherry;group 2: fy4,UNKNOWN,360,YES,NO,"This experiment tracks flavin autofluorescence and Htb2-mCherry, where Htb2 is a histone nuclear marker rather than a transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: flavin_htb2_pyruvate_20gpl_03log.txt.,Flavin;mCherry2,Brightfield;Flavin;mCherry2,"condition=none | strain=yst-refs,details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks flavin autofluorescence and Htb2-mCherry, where Htb2 is a histone nuclear marker rather than a transcription factor."
677,flavin_htb2_glucose_10mgpL_03_00,False,,,UNKNOWN,,NO,NO,"This dataset tracks Htb2, a histone nuclear marker, not a transcription factor undergoing stimulus-dependent nuclear-cytoplasmic localisation.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This dataset tracks Htb2, a histone nuclear marker, not a transcription factor undergoing stimulus-dependent nuclear-cytoplasmic localisation."
678,flavin_htb2_pyruvate_20gpL_01_00,True,,365;1522;YST365 (FY4);YST1522 (HTB2-mCherry);group 1: fy4;group 2: htb2mCherry,UNKNOWN,360,YES,NO,"This experiment tracks flavin autofluorescence and HTB2-mCherry, where HTB2 is a histone nuclear marker rather than a transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata.,Flavin;mCherry,Brightfield;Flavin;mCherry,"condition=none | strain=yst-refs,details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks flavin autofluorescence and HTB2-mCherry, where HTB2 is a histone nuclear marker rather than a transcription factor."
679,flavin_htb2_pyruvate_20gpL_01_01,True,,365;1522;YST365 (FY4);YST1522 (HTB2-mCherry);group 1: fy4;group 2: htb2mCherry,UNKNOWN,360,YES,NO,"This experiment uses flavin imaging with HTB2-mCherry as a histone nuclear marker for CDC data, and HTB2 is not a transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata.,Flavin;mCherry,Brightfield;Flavin;mCherry,"condition=none | strain=yst-refs,details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment uses flavin imaging with HTB2-mCherry as a histone nuclear marker for CDC data, and HTB2 is not a transcription factor."
680,flavin_htb2_pyruvate_20gpL_01_02,True,,365;1522;YST365 (FY4);YST1522 (HTB2-mCherry);group 1: fy4;group 2: htb2mCherry,UNKNOWN,360,YES,NO,"This experiment tracks flavin autofluorescence and HTB2-mCherry, where HTB2 is a histone nuclear marker rather than a transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata.,Flavin;mCherry,Brightfield;Flavin;mCherry,"condition=none | strain=yst-refs,details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks flavin autofluorescence and HTB2-mCherry, where HTB2 is a histone nuclear marker rather than a transcription factor."
682,flavin_by4742swain_by4742morgan_tsa1tsa2morgan_01_00,True,,78;1579;1580;78 (BY4742);1579 (BY4742 Morgan);1580 (tsa1 tsa2 del);group 1: by4742swain;group 2: by4742morgan;group 3: tsa1tsa2morgan,UNKNOWN,240,YES,NO,"This is a flavin metabolic oscillations experiment in BY4742/tsa1 tsa2 strains with brightfield and flavin channels only, and no transcription factor fluorescent localisation marker is being tracked.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: flavin_by4742swain_by4742morgan_tsa1tsa2morgan_01log.txt.,Flavin,Brightfield;Flavin,"condition=none | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a flavin metabolic oscillations experiment in BY4742/tsa1 tsa2 strains with brightfield and flavin channels only, and no transcription factor fluorescent localisation marker is being tracked."
684,Aya_01,True,,,UNKNOWN,180,YES,NO,"The log only shows Brightfield and GFP imaging with a flavin_pHluorin microscope config, and does not identify any transcription factor being tracked for nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP,Brightfield;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The log only shows Brightfield and GFP imaging with a flavin_pHluorin microscope config, and does not identify any transcription factor being tracked for nuclear-cytoplasmic localisation."
685,Aya_02,True,,,UNKNOWN,180,YES,NO,This log shows only Brightfield and GFP with a pHluorin microscope config and does not identify any transcription factor being tracked for nuclear-cytoplasmic localisation.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP,Brightfield;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This log shows only Brightfield and GFP with a pHluorin microscope config and does not identify any transcription factor being tracked for nuclear-cytoplasmic localisation."
686,Aya_control_00,True,,,UNKNOWN,180,YES,NO,The log shows only Brightfield and GFP with a pHluorin microscope config and gives no evidence of any transcription factor being tagged or tracked for nuclear-cytoplasmic localisation.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP,Brightfield;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The log shows only Brightfield and GFP with a pHluorin microscope config and gives no evidence of any transcription factor being tagged or tracked for nuclear-cytoplasmic localisation."
433,flavin_by4741_by4742_tsa1tsa2morgan_01,True,,229;1579;1580;YST229 (BY4741);YST1579 (BY4742);YST1580 (tsa1 tsa1 Bruce Morgan);group 1: tsa1tsa2morgan;group 2: by4742;group 3: by4741,UNKNOWN,240,YES,NO,"This experiment uses Brightfield and flavin autofluorescence channels in BY4741/BY4742 and tsa1 tsa2 deletion strains, with no fluorescently tagged transcription factor or nuclear localisation reporter being tracked.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: flavin_by4741_by4742_tsa1tsa2morganlog.txt.,Flavin,Brightfield;Flavin,"condition=none | strain=yst-refs,details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment uses Brightfield and flavin autofluorescence channels in BY4741/BY4742 and tsa1 tsa2 deletion strains, with no fluorescently tagged transcription factor or nuclear localisation reporter being tracked."
687,Aya_control_01,True,,,UNKNOWN,180,YES,NO,This appears to be a control imaging experiment with brightfield/GFP setup only and no transcription factor or nuclear-localisation reporter identified as being tracked.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP,Brightfield;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a control imaging experiment with brightfield/GFP setup only and no transcription factor or nuclear-localisation reporter identified as being tracked."
688,Aya_control_02,True,,,UNKNOWN,180,YES,NO,This appears to be a control imaging experiment with only Brightfield and GFP channels noted but no named transcription factor or nuclear-localisation reporter being tracked.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP,Brightfield;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a control imaging experiment with only Brightfield and GFP channels noted but no named transcription factor or nuclear-localisation reporter being tracked."
689,Aya_transformant_00,True,,,UNKNOWN,180,YES,NO,"This log shows only Brightfield and GFP channels with no named transcription factor, suggesting a transformant/fluorescence check rather than tracking TF nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP,Brightfield;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This log shows only Brightfield and GFP channels with no named transcription factor, suggesting a transformant/fluorescence check rather than tracking TF nuclear-cytoplasmic localisation."
690,Aya_transformant_01,True,,,UNKNOWN,180,YES,NO,The log shows only Brightfield and GFP with a flavin_pHluorin microscope config and does not identify any transcription factor being tracked for nuclear-cytoplasmic localisation.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP,Brightfield;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The log shows only Brightfield and GFP with a flavin_pHluorin microscope config and does not identify any transcription factor being tracked for nuclear-cytoplasmic localisation."
691,Aya_transformant_02,True,,,UNKNOWN,180,YES,NO,The log only shows Brightfield and GFP with a flavin_pHluorin microscope config and does not identify any transcription factor being tracked for nuclear/cytoplasmic localisation.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP,Brightfield;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The log only shows Brightfield and GFP with a flavin_pHluorin microscope config and does not identify any transcription factor being tracked for nuclear/cytoplasmic localisation."
